79.8 7.6
 79.8 7.9
 79.7 8.2
 79.8 8.3
 79.7 8.0
 79.8 8.0
 79.8 8.1
 79.8 8.3
 79.9 8.6
 79.9 8.9
 80.1 9.0
 80.1 9.3
 80.1 9.4
 80.2 9.5
 80.1 9.6
 80.3 9.5
 80.4 9.5
 80.2 9.6
 80.0 9.7
 79.9 9.8
 80.1 9.8
 80.4 9.6
 80.3 9.7
 80.1 9.8
 80.2 9.8
 80.4 9.7
 80.5 9.5
 80.8 9.3
 80.7 9.3
 80.8 9.3
 80.9 9.1
 81.0 9.0
 80.9 9.0
 80.9 8.9
 81.0 9.0
 81.1 8.9
 81.3 8.6
 81.2 8.5
 81.2 8.6
 81.2 8.5
 81.1 8.5
 81.2 8.5
 81.3 8.5
 81.4 8.3
 81.4 8.2
 81.4 8.1
 81.4 8.2
 81.4 8.1
 81.5 8.1
 81.6 7.8
 81.7 7.7
 81.6 7.8
 81.6 7.7
 81.7 7.7
 81.7 7.6
 81.8 7.5
 81.9 7.4
 81.9 7.0
 81.8 6.6
 81.7 6.4
 81.5 6.3
 81.1 6.1
 80.6 5.9
 80.3 6.0
 80.2 6.1
 80.0 6.4
 79.8 6.9
 79.9 7.0
 79.8 7.2
 79.8 7.1
 79.9 7.2
 79.8 7.2
 79.8 7.6
 

79.8 7.6
 79.8 7.9
 79.7 8.2
 79.8 8.3
 79.7 8.0
 79.8 8.0
 79.8 8.1
 79.8 8.3
 79.9 8.6
 79.9 8.9
 80.1 9.0
 80.1 9.3
 80.1 9.4
 80.2 9.5
 80.1 9.6
 80.3 9.5
 80.4 9.5
 80.2 9.6
 80.0 9.7
 79.9 9.8
 80.1 9.8
 80.4 9.6
 80.3 9.7
 80.1 9.8
 80.2 9.8
 80.4 9.7
 80.5 9.5
 80.8 9.3
 80.7 9.3
 80.8 9.3
 80.9 9.1
 81.0 9.0
 80.9 9.0
 80.9 8.9
 81.0 9.0
 81.1 8.9
 81.3 8.6
 81.2 8.5
 81.2 8.6
 81.2 8.5
 81.1 8.5
 81.2 8.5
 81.3 8.5
 81.4 8.3
 81.4 8.2
 81.4 8.1
 81.4 8.2
 81.4 8.1
 81.5 8.1
 81.6 7.8
 81.7 7.7
 81.6 7.8
 81.6 7.7
 81.7 7.7
 81.7 7.6
 81.8 7.5
 81.9 7.4
 81.9 7.0
 81.8 6.6
 81.7 6.4
 81.5 6.3
 81.1 6.1
 80.6 5.9
 80.3 6.0
 80.2 6.1
 80.0 6.4
 79.8 6.9
 79.9 7.0
 79.8 7.2
 79.8 7.1
 79.9 7.2
 79.8 7.2
 79.8 7.6
 

