-4.0 58.0
 -3.9 58.0
 -3.5 58.2
 -3.3 58.3
 -3.1 58.4
 -3.1 58.5
 -3.0 58.6
 -3.3 58.6
 -3.4 58.7
 -3.4 58.6
 -3.6 58.6
 -3.9 58.6
 -4.0 58.6
 -4.4 58.5
 -4.5 58.4
 -4.4 58.5
 -4.4 58.6
 -4.6 58.6
 -4.6 58.5
 -4.8 58.4
 -4.7 58.6
 -4.8 58.6
 -4.8 58.5
 -4.8 58.6
 -5.0 58.6
 -5.0 58.5
 -5.1 58.5
 -5.1 58.4
 -5.2 58.4
 -5.1 58.3
 -4.9 58.3
 -4.9 58.2
 -5.1 58.3
 -5.2 58.2
 -5.4 58.3
 -5.4 58.2
 -5.3 58.2
 -5.3 58.1
 -5.4 58.1
 -5.3 58.0
 -5.2 57.9
 -5.1 57.9
 -5.1 57.8
 -5.3 57.9
 -5.2 57.8
 -5.4 57.9
 -5.5 57.8
 -5.6 57.9
 -5.7 57.9
 -5.6 57.8
 -5.7 57.8
 -5.7 57.9
 -5.8 57.8
 -5.8 57.7
 -5.7 57.7
 -5.8 57.7
 -5.8 57.6
 -5.7 57.6
 -5.5 57.5
 -5.6 57.5
 -5.7 57.5
 -5.8 57.6
 -5.9 57.5
 -5.8 57.4
 -5.8 57.3
 -5.7 57.3
 -5.6 57.4
 -5.5 57.4
 -5.7 57.3
 -5.5 57.3
 -5.5 57.2
 -5.5 57.3
 -5.6 57.2
 -5.7 57.2
 -5.7 57.1
 -5.4 57.1
 -5.7 57.1
 -5.8 57.1
 -5.8 57.0
 -5.7 57.0
 -5.6 57.0
 -5.7 57.0
 -5.8 57.0
 -5.9 56.9
 -5.7 56.9
 -5.8 56.8
 -5.9 56.8
 -5.8 56.8
 -6.2 56.8
 -6.2 56.7
 -6.1 56.7
 -5.6 56.7
 -6.0 56.6
 -5.9 56.6
 -5.8 56.5
 -5.7 56.5
 -5.5 56.6
 -5.1 56.8
 -5.2 56.7
 -5.0 56.7
 -5.3 56.7
 -5.4 56.5
 -5.3 56.5
 -5.4 56.5
 -5.5 56.5
 -5.4 56.5
 -5.2 56.5
 -5.1 56.6
 -5.2 56.4
 -5.4 56.4
 -5.6 56.3
 -5.6 56.2
 -5.5 56.3
 -5.6 56.2
 -5.5 56.2
 -5.6 56.1
 -5.7 56.0
 -5.7 55.9
 -5.7 56.0
 -5.6 56.0
 -5.7 55.9
 -5.6 55.9
 -5.7 55.8
 -5.6 55.8
 -5.5 55.8
 -5.7 55.7
 -5.7 55.4
 -5.8 55.4
